pt_code,brand,model,page,table_id,current_family,current_family_key,audit_issue_type,final_verdict,correct_family,correct_family_key,primary_context_action,alternate_contexts_to_keep,confidence,layout_evidence,reason,safe_to_apply
50130863,IVR,VALV RITEGNO GHISA DOPPIO BATT DN 80 N,994,PDF_P0994_598B10F5D8,VALVOLA DI RITEGNO A DOPPIO BATTENTE INTERFLANGIA IN GHISA TIPO WAFER,IVR_VALVOLA_DI_RITEGNO_A_DOPPIO_BATTENTE_INTERFLANGIA_IN_GHISA_TIPO_WAFER,LAYOUT_REVIEW_REQUIRED,AMBIGUOUS,VALVOLA DI RITEGNO A DOPPIO BATTENTE INTERFLANGIA IN GHISA TIPO WAFER,IVR_VALVOLA_DI_RITEGNO_A_DOPPIO_BATTENTE_INTERFLANGIA_IN_GHISA_TIPO_WAFER,no_change,[],0.55,"PT bbox=[382.679, 517.773, 416.84, 528.257] pagina=994; modello 'RITEGNO' bbox=[96.6, 509.312, 154.911, 518.148]","Il PT/modello è stato trovato, ma il titolo primario non è ricostruibile con prova tabellare; i titoli vicini non sono prova sufficiente.",False
50130870,IVR,VALV RITEGNO GHISA DOPPIO BATT DN 100 N,994,PDF_P0994_598B10F5D8,VALVOLA DI RITEGNO A DOPPIO BATTENTE INTERFLANGIA IN GHISA TIPO WAFER,IVR_VALVOLA_DI_RITEGNO_A_DOPPIO_BATTENTE_INTERFLANGIA_IN_GHISA_TIPO_WAFER,LAYOUT_REVIEW_REQUIRED,AMBIGUOUS,VALVOLA DI RITEGNO A DOPPIO BATTENTE INTERFLANGIA IN GHISA TIPO WAFER,IVR_VALVOLA_DI_RITEGNO_A_DOPPIO_BATTENTE_INTERFLANGIA_IN_GHISA_TIPO_WAFER,no_change,[],0.55,"PT bbox=[382.68, 526.772, 416.841, 537.256] pagina=994; modello '100' bbox=[450.48, 527.915, 460.688, 536.269]","Il PT/modello è stato trovato, ma il titolo primario non è ricostruibile con prova tabellare; i titoli vicini non sono prova sufficiente.",False
50130962,IVR,VALV FARFALLA GHISA TIPO WAFER DN 40 N,989,PDF_P0989_9E43B5FF4B,VALVOLA A FARFALLA IN GHISA TIPO WAFER ATTACCHI FLANGIATI PN16,IVR_VALVOLA_A_FARFALLA_IN_GHISA_TIPO_WAFER_ATTACCHI_FLANGIATI_PN16,LAYOUT_REVIEW_REQUIRED,AMBIGUOUS,VALVOLA A FARFALLA IN GHISA TIPO WAFER ATTACCHI FLANGIATI PN16,IVR_VALVOLA_A_FARFALLA_IN_GHISA_TIPO_WAFER_ATTACCHI_FLANGIATI_PN16,no_change,[],0.55,"PT bbox=[99.356, 220.774, 133.517, 231.258] pagina=989; modello non localizzato sulla stessa riga",Il layout non collega con sufficiente certezza il PT/modello a un heading di family.,False
50130979,IVR,VALV FARFALLA GHISA TIPO WAFER DN 50 N,989,PDF_P0989_9E43B5FF4B,VALVOLA A FARFALLA IN GHISA TIPO WAFER ATTACCHI FLANGIATI PN16,IVR_VALVOLA_A_FARFALLA_IN_GHISA_TIPO_WAFER_ATTACCHI_FLANGIATI_PN16,LAYOUT_REVIEW_REQUIRED,AMBIGUOUS,VALVOLA A FARFALLA IN GHISA TIPO WAFER ATTACCHI FLANGIATI PN16,IVR_VALVOLA_A_FARFALLA_IN_GHISA_TIPO_WAFER_ATTACCHI_FLANGIATI_PN16,no_change,[],0.55,"PT bbox=[99.36, 229.773, 133.521, 240.256] pagina=989; modello non localizzato sulla stessa riga",Il layout non collega con sufficiente certezza il PT/modello a un heading di family.,False
50131006,IVR,VALV FARFALLA GHISA TIPO WAFER DN 65 N,989,PDF_P0989_9E43B5FF4B,VALVOLA A FARFALLA IN GHISA TIPO WAFER ATTACCHI FLANGIATI PN16,IVR_VALVOLA_A_FARFALLA_IN_GHISA_TIPO_WAFER_ATTACCHI_FLANGIATI_PN16,LAYOUT_REVIEW_REQUIRED,AMBIGUOUS,VALVOLA A FARFALLA IN GHISA TIPO WAFER ATTACCHI FLANGIATI PN16,IVR_VALVOLA_A_FARFALLA_IN_GHISA_TIPO_WAFER_ATTACCHI_FLANGIATI_PN16,no_change,[],0.55,"PT bbox=[99.36, 238.772, 133.521, 249.256] pagina=989; modello non localizzato sulla stessa riga",Il layout non collega con sufficiente certezza il PT/modello a un heading di family.,False
50131044,IVR,VALV FARFALLA GHISA TIPO WAFER DN 125 N,989,PDF_P0989_9E43B5FF4B,VALVOLA A FARFALLA IN GHISA TIPO WAFER ATTACCHI FLANGIATI PN16,IVR_VALVOLA_A_FARFALLA_IN_GHISA_TIPO_WAFER_ATTACCHI_FLANGIATI_PN16,LAYOUT_REVIEW_REQUIRED,AMBIGUOUS,VALVOLA A FARFALLA IN GHISA TIPO WAFER ATTACCHI FLANGIATI PN16,IVR_VALVOLA_A_FARFALLA_IN_GHISA_TIPO_WAFER_ATTACCHI_FLANGIATI_PN16,no_change,[],0.55,"PT bbox=[99.36, 265.772, 133.521, 276.256] pagina=989; modello '125' bbox=[167.16, 266.915, 177.368, 275.269]",Il layout non collega con sufficiente certezza il PT/modello a un heading di family.,False
50131068,IVR,VALV FARFALLA GHISA TIPO WAFER DN 150 N,989,PDF_P0989_9E43B5FF4B,VALVOLA A FARFALLA IN GHISA TIPO WAFER ATTACCHI FLANGIATI PN16,IVR_VALVOLA_A_FARFALLA_IN_GHISA_TIPO_WAFER_ATTACCHI_FLANGIATI_PN16,LAYOUT_REVIEW_REQUIRED,AMBIGUOUS,VALVOLA A FARFALLA IN GHISA TIPO WAFER ATTACCHI FLANGIATI PN16,IVR_VALVOLA_A_FARFALLA_IN_GHISA_TIPO_WAFER_ATTACCHI_FLANGIATI_PN16,no_change,[],0.55,"PT bbox=[99.36, 274.772, 133.521, 285.256] pagina=989; modello '150' bbox=[167.16, 275.915, 177.368, 284.269]",Il layout non collega con sufficiente certezza il PT/modello a un heading di family.,False
50131082,IVR,VALV FARFALLA GHISA TIPO WAFER DN 200 N,989,PDF_P0989_9E43B5FF4B,VALVOLA A FARFALLA IN GHISA TIPO WAFER ATTACCHI FLANGIATI PN16,IVR_VALVOLA_A_FARFALLA_IN_GHISA_TIPO_WAFER_ATTACCHI_FLANGIATI_PN16,LAYOUT_REVIEW_REQUIRED,AMBIGUOUS,VALVOLA A FARFALLA IN GHISA TIPO WAFER ATTACCHI FLANGIATI PN16,IVR_VALVOLA_A_FARFALLA_IN_GHISA_TIPO_WAFER_ATTACCHI_FLANGIATI_PN16,no_change,[],0.55,"PT bbox=[99.36, 283.772, 133.521, 294.256] pagina=989; modello '200' bbox=[167.16, 284.915, 177.368, 293.269]",Il layout non collega con sufficiente certezza il PT/modello a un heading di family.,False
50131204,IMMERGAS,VICTRIX SUPERIOR 26,65,PDF_P0065_E08F682D7B,VICTRIX SUPERIOR,IMMERGAS_VICTRIX_SUPERIOR,GENERIC_PARENT_FAMILY,KEEP_PARENT,VICTRIX SUPERIOR,IMMERGAS_VICTRIX_SUPERIOR,keep_parent,[],0.99,"PT bbox=[99.366, 661.894, 133.874, 672.378] pagina=65; modello 'VICTRIXSUPERIOR26' bbox=[25.564, 662.916, 78.583, 670.88]; titolo 'VICTRIX SUPERIOR' bbox=[96.6, 563.432, 148.538, 572.268]; gap verticale=94.9, orizzontale=5.9",Il prodotto è fisicamente nella tabella parent; il layout non lo colloca in una leaf specifica.,False
50131211,IMMERGAS,VICTRIX SUPERIOR 35,65,PDF_P0065_E08F682D7B,VICTRIX SUPERIOR,IMMERGAS_VICTRIX_SUPERIOR,GENERIC_PARENT_FAMILY,KEEP_PARENT,VICTRIX SUPERIOR,IMMERGAS_VICTRIX_SUPERIOR,keep_parent,[],0.99,"PT bbox=[99.363, 670.893, 133.87, 681.377] pagina=65; modello 'VICTRIXSUPERIOR35' bbox=[25.56, 671.915, 78.579, 679.879]; titolo 'VICTRIX SUPERIOR' bbox=[96.6, 563.432, 148.538, 572.268]; gap verticale=103.9, orizzontale=6.0",Il prodotto è fisicamente nella tabella parent; il layout non lo colloca in una leaf specifica.,False
50131235,IMMERGAS,VICTRIX SUPERIOR 35 PLUS,65,PDF_P0065_1874E43713,VICTRIX SUPERIOR PLUS,IMMERGAS_VICTRIX_SUPERIOR_PLUS,CONFLICTING_CONTEXTS,CORRECT,VICTRIX SUPERIOR PLUS,IMMERGAS_VICTRIX_SUPERIOR_PLUS,keep_primary,[],0.99,"PT bbox=[382.686, 166.894, 417.194, 177.378] pagina=65; modello 'VICTRIXSUPERIOR35PLUS' bbox=[308.883, 167.916, 376.053, 175.88]; titolo 'VICTRIX SUPERIOR PLUS' bbox=[379.918, 68.433, 446.288, 77.268]; gap verticale=94.9, orizzontale=13.2","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50131419,MIDEA,T-MBQ4-04A1,546,PDF_P0546_E8A41AB9CB,GRIGLIA DECORATIVA 95X95,MIDEA_GRIGLIA_DECORATIVA_95X95,LAYOUT_REVIEW_REQUIRED,CORRECT,GRIGLIA DECORATIVA 95X95,MIDEA_GRIGLIA_DECORATIVA_95X95,keep_primary,[],0.99,"PT bbox=[382.684, 400.774, 416.844, 411.258] pagina=546; modello 'TMBQ404A1' bbox=[437.28, 401.555, 476.729, 409.909]; titolo 'GRIGLIA DECORATIVA 95x95' bbox=[379.92, 383.312, 456.932, 392.148]; gap verticale=13.9, orizzontale=18.7","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50131426,IMMERGAS,MAGIS M 4,696,PDF_P0696_2CD3716366,MAGIS M,IMMERGAS_MAGIS_M,GENERIC_PARENT_FAMILY,KEEP_PARENT,MAGIS M,IMMERGAS_MAGIS_M,keep_parent,[],0.99,"PT bbox=[96.358, 157.775, 130.519, 168.259] pagina=696; modello 'MAGISM4' bbox=[22.561, 158.797, 48.827, 166.761]; titolo 'MAGIS M' bbox=[135.6, 68.313, 159.942, 77.148]; gap verticale=85.9, orizzontale=34.3",Il prodotto è fisicamente nella tabella parent; il layout non lo colloca in una leaf specifica.,False
50131440,IMMERGAS,MAGIS M 6,696,PDF_P0696_2CD3716366,MAGIS M,IMMERGAS_MAGIS_M,GENERIC_PARENT_FAMILY,KEEP_PARENT,MAGIS M,IMMERGAS_MAGIS_M,keep_parent,[],0.99,"PT bbox=[96.36, 166.774, 130.521, 177.258] pagina=696; modello 'MAGISM6' bbox=[22.563, 167.796, 48.828, 175.76]; titolo 'MAGIS M' bbox=[135.6, 68.313, 159.942, 77.148]; gap verticale=94.9, orizzontale=34.3",Il prodotto è fisicamente nella tabella parent; il layout non lo colloca in una leaf specifica.,False
50131464,IMMERGAS,MAGIS M 8,696,PDF_P0696_2CD3716366,MAGIS M,IMMERGAS_MAGIS_M,GENERIC_PARENT_FAMILY,KEEP_PARENT,MAGIS M,IMMERGAS_MAGIS_M,keep_parent,[],0.99,"PT bbox=[96.357, 175.774, 130.518, 186.258] pagina=696; modello 'MAGISM8' bbox=[22.56, 176.796, 48.826, 184.76]; titolo 'MAGIS M' bbox=[135.6, 68.313, 159.942, 77.148]; gap verticale=103.9, orizzontale=34.3",Il prodotto è fisicamente nella tabella parent; il layout non lo colloca in una leaf specifica.,False
50131518,IMMERGAS,MAGIS M 12,696,PDF_P0696_2CD3716366,MAGIS M,IMMERGAS_MAGIS_M,GENERIC_PARENT_FAMILY,KEEP_PARENT,MAGIS M,IMMERGAS_MAGIS_M,keep_parent,[],0.99,"PT bbox=[96.357, 184.773, 130.518, 195.257] pagina=696; modello 'MAGISM12' bbox=[22.56, 185.795, 51.974, 193.759]; titolo 'MAGIS M' bbox=[135.6, 68.313, 159.942, 77.148]; gap verticale=112.9, orizzontale=34.3",Il prodotto è fisicamente nella tabella parent; il layout non lo colloca in una leaf specifica.,False
50131556,IMMERGAS,MAGIS M 14,696,PDF_P0696_2CD3716366,MAGIS M,IMMERGAS_MAGIS_M,GENERIC_PARENT_FAMILY,KEEP_PARENT,MAGIS M,IMMERGAS_MAGIS_M,keep_parent,[],0.99,"PT bbox=[96.357, 202.773, 130.518, 213.257] pagina=696; modello 'MAGISM14' bbox=[22.56, 203.795, 51.974, 211.759]; titolo 'MAGIS M' bbox=[135.6, 68.313, 159.942, 77.148]; gap verticale=130.9, orizzontale=34.3",Il prodotto è fisicamente nella tabella parent; il layout non lo colloca in una leaf specifica.,False
50131617,IMMERGAS,MAGIS M 12-T,696,PDF_P0696_2CD3716366,MAGIS M,IMMERGAS_MAGIS_M,GENERIC_PARENT_FAMILY,KEEP_PARENT,MAGIS M,IMMERGAS_MAGIS_M,keep_parent,[],0.99,"PT bbox=[96.357, 193.773, 130.518, 204.257] pagina=696; modello 'MAGISM12T' bbox=[22.56, 194.795, 55.96, 202.759]; titolo 'MAGIS M' bbox=[135.6, 68.313, 159.942, 77.148]; gap verticale=121.9, orizzontale=34.3",Il prodotto è fisicamente nella tabella parent; il layout non lo colloca in una leaf specifica.,False
50131679,IMMERGAS,MAGIS M 14-T,696,PDF_P0696_2CD3716366,MAGIS M,IMMERGAS_MAGIS_M,GENERIC_PARENT_FAMILY,KEEP_PARENT,MAGIS M,IMMERGAS_MAGIS_M,keep_parent,[],0.99,"PT bbox=[96.357, 211.773, 130.518, 222.257] pagina=696; modello 'MAGISM14T' bbox=[22.56, 212.795, 55.96, 220.759]; titolo 'MAGIS M' bbox=[135.6, 68.313, 159.942, 77.148]; gap verticale=139.9, orizzontale=34.3",Il prodotto è fisicamente nella tabella parent; il layout non lo colloca in una leaf specifica.,False
50131693,IMMERGAS,MAGIS M 16-T,696,PDF_P0696_2CD3716366,MAGIS M,IMMERGAS_MAGIS_M,GENERIC_PARENT_FAMILY,KEEP_PARENT,MAGIS M,IMMERGAS_MAGIS_M,keep_parent,[],0.99,"PT bbox=[96.357, 229.773, 130.518, 240.257] pagina=696; modello 'MAGISM16T' bbox=[22.56, 230.795, 55.96, 238.759]; titolo 'MAGIS M' bbox=[135.6, 68.313, 159.942, 77.148]; gap verticale=157.9, orizzontale=34.3",Il prodotto è fisicamente nella tabella parent; il layout non lo colloca in una leaf specifica.,False
50131723,IMMERGAS,MAGIS M 18-T,696,PDF_P0696_2CD3716366,MAGIS M,IMMERGAS_MAGIS_M,GENERIC_PARENT_FAMILY,KEEP_PARENT,MAGIS M,IMMERGAS_MAGIS_M,keep_parent,[],0.99,"PT bbox=[96.359, 238.774, 130.52, 249.258] pagina=696; modello 'MAGISM18T' bbox=[22.562, 239.796, 55.962, 247.76]; titolo 'MAGIS M' bbox=[135.6, 68.313, 159.942, 77.148]; gap verticale=166.9, orizzontale=34.3",Il prodotto è fisicamente nella tabella parent; il layout non lo colloca in una leaf specifica.,False
50131747,IMMERGAS,MAGIS M 22-T,696,PDF_P0696_2CD3716366,MAGIS M,IMMERGAS_MAGIS_M,GENERIC_PARENT_FAMILY,KEEP_PARENT,MAGIS M,IMMERGAS_MAGIS_M,keep_parent,[],0.99,"PT bbox=[96.357, 247.773, 130.518, 258.257] pagina=696; modello 'MAGISM22T' bbox=[22.56, 248.795, 55.96, 256.759]; titolo 'MAGIS M' bbox=[135.6, 68.313, 159.942, 77.148]; gap verticale=175.9, orizzontale=34.3",Il prodotto è fisicamente nella tabella parent; il layout non lo colloca in una leaf specifica.,False
50131761,IMMERGAS,MAGIS M 26-T,696,PDF_P0696_2CD3716366,MAGIS M,IMMERGAS_MAGIS_M,GENERIC_PARENT_FAMILY,KEEP_PARENT,MAGIS M,IMMERGAS_MAGIS_M,keep_parent,[],0.99,"PT bbox=[96.357, 256.773, 130.518, 267.257] pagina=696; modello 'MAGISM26T' bbox=[22.56, 257.795, 55.96, 265.759]; titolo 'MAGIS M' bbox=[135.6, 68.313, 159.942, 77.148]; gap verticale=184.9, orizzontale=34.3",Il prodotto è fisicamente nella tabella parent; il layout non lo colloca in una leaf specifica.,False
50131778,IMMERGAS,MAGIS M 30-T,696,PDF_P0696_2CD3716366,MAGIS M,IMMERGAS_MAGIS_M,GENERIC_PARENT_FAMILY,KEEP_PARENT,MAGIS M,IMMERGAS_MAGIS_M,keep_parent,[],0.99,"PT bbox=[96.357, 265.773, 130.518, 276.257] pagina=696; modello 'MAGISM30T' bbox=[22.56, 266.795, 55.96, 274.759]; titolo 'MAGIS M' bbox=[135.6, 68.313, 159.942, 77.148]; gap verticale=193.9, orizzontale=34.3",Il prodotto è fisicamente nella tabella parent; il layout non lo colloca in una leaf specifica.,False
50131860,MIDEA,OPTIONAL,541,PDF_P0541_06ED3A74E9,CANALIZZATA,MIDEA_CANALIZZATA,CONFLICTING_CONTEXTS,MULTIPLE_VALID_CONTEXTS,CANALIZZATA,MIDEA_CANALIZZATA,keep_primary_keep_valid_alternates,"[{""family"":""CANALIZZATA"",""family_key"":""MIDEA_CANALIZZATA"",""page"":546,""table_id"":""PDF_P0546_D6C3DD71B4"",""table_title"":""canalizzata"",""evidence"":""PT bbox=[96.363, 454.773, 130.524, 465.257] pagina=546; modello 'OPTIONAL' bbox=[40.56, 455.795, 73.469, 463.759]; titolo 'canalizzata' bbox=[93.6, 329.312, 131.514, 338.148]; gap verticale=121.9, orizzontale=0.9""}]",0.99,"PT bbox=[96.363, 121.773, 130.524, 132.257] pagina=541; modello 'OPTIONAL' bbox=[40.56, 122.795, 73.469, 130.759]; titolo 'canalizzata' bbox=[93.6, 68.313, 131.514, 77.148]; gap verticale=49.9, orizzontale=0.9",Il layout localizza il prodotto sia nel contesto primario sia in contesti alternativi distinti.,False
50131877,MIDEA,OPTIONAL,541,PDF_P0541_83C213914D,CASSETTA 57X57,MIDEA_CASSETTA_57X57,CONFLICTING_CONTEXTS,MULTIPLE_VALID_CONTEXTS,CASSETTA 57X57,MIDEA_CASSETTA_57X57,keep_primary_keep_valid_alternates,"[{""family"":""CASSETTA 57X57"",""family_key"":""MIDEA_CASSETTA_57X57"",""page"":546,""table_id"":""PDF_P0546_F141391039"",""table_title"":""CASSETTA 57x57"",""evidence"":""PT bbox=[96.363, 634.773, 130.524, 645.257] pagina=546; modello 'OPTIONAL' bbox=[40.56, 635.795, 73.469, 643.759]; titolo 'CASSETTA 57x57' bbox=[93.6, 491.312, 141.005, 500.148]; gap verticale=139.9, orizzontale=3.9""}]",0.99,"PT bbox=[96.363, 319.773, 130.524, 330.257] pagina=541; modello 'OPTIONAL' bbox=[40.56, 320.795, 73.469, 328.759]; titolo 'CASSETTA 57x57' bbox=[93.6, 239.312, 141.005, 248.148]; gap verticale=76.9, orizzontale=3.9",Il layout localizza il prodotto sia nel contesto primario sia in contesti alternativi distinti.,False
50131884,MIDEA,KJR-120G/TF-E,546,PDF_P0546_63A82CAED3,COMANDO DA PARETE,MIDEA_COMANDO_DA_PARETE,LAYOUT_REVIEW_REQUIRED,MULTIPLE_VALID_CONTEXTS,COMANDO DA PARETE,MIDEA_COMANDO_DA_PARETE,keep_primary_keep_valid_alternates,"[{""family"":""COMANDO DA PARETE"",""family_key"":""MIDEA_COMANDO_DA_PARETE"",""page"":547,""table_id"":""PDF_P0547_3079002B7A"",""table_title"":""Comando da parete"",""evidence"":""PT bbox=[382.684, 301.774, 416.844, 312.258] pagina=547; modello 'KJR120GTFE' bbox=[435.12, 302.555, 478.988, 310.908]; titolo 'Comando da parete' bbox=[379.92, 284.312, 439.236, 293.148]; gap verticale=13.9, orizzontale=9.8""}]",0.99,"PT bbox=[382.683, 472.774, 416.844, 483.258] pagina=546; modello 'KJR120GTFE' bbox=[435.12, 473.555, 478.988, 481.909]; titolo 'Comando da parete' bbox=[379.92, 455.312, 439.236, 464.148]; gap verticale=13.9, orizzontale=9.8",Il layout localizza il prodotto sia nel contesto primario sia in contesti alternativi distinti.,False
50131907,MIDEA,OPTIONAL,539,PDF_P0539_92D71AC8F0,ELEGANCE,MIDEA_ELEGANCE,CONFLICTING_CONTEXTS,MULTIPLE_VALID_CONTEXTS,ELEGANCE,MIDEA_ELEGANCE,keep_primary_keep_valid_alternates,"[{""family"":""XTREME PRO"",""family_key"":""MIDEA_XTREME_PRO"",""page"":540,""table_id"":""PDF_P0540_D85AD5489B"",""table_title"":""XTREME PRO"",""evidence"":""PT bbox=[96.363, 499.773, 130.524, 510.257] pagina=540; modello 'OPTIONAL' bbox=[40.56, 500.795, 73.469, 508.759]; titolo 'XTREME PRO' bbox=[93.6, 455.312, 130.935, 464.148]; gap verticale=40.9, orizzontale=1.2""},{""family"":""CONSOLE"",""family_key"":""MIDEA_CONSOLE"",""page"":541,""table_id"":""PDF_P0541_AFC4453B79"",""table_title"":""CONSOLE"",""evidence"":""PT bbox=[382.683, 157.773, 416.844, 168.257] pagina=541; modello 'OPTIONAL' bbox=[326.88, 158.795, 359.789, 166.759]; titolo 'CONSOLE' bbox=[379.932, 68.313, 406.718, 77.148]; gap verticale=85.9, orizzontale=6.4""},{""family"":""CONSOLE"",""family_key"":""MIDEA_CONSOLE"",""page"":547,""table_id"":""PDF_P0547_DA48CAF524"",""table_title"":""CONSOLE"",""evidence"":""PT bbox=[96.363, 220.773, 130.524, 231.257] pagina=547; modello 'OPTIONAL' bbox=[40.56, 221.795, 73.469, 229.759]; titolo 'CONSOLE' bbox=[93.6, 68.313, 121.69, 77.148]; gap verticale=148.9, orizzontale=5.8""}]",0.99,"PT bbox=[96.363, 508.773, 130.524, 519.257] pagina=539; modello 'OPTIONAL' bbox=[40.56, 509.795, 73.469, 517.759]; titolo 'ELEGANCE' bbox=[93.6, 356.312, 123.071, 365.148]; gap verticale=148.9, orizzontale=5.1",Il layout localizza il prodotto sia nel contesto primario sia in contesti alternativi distinti.,False
50132416,AERMEC,100,341,PDF_P0341_C8BF7A4773,FCZ UF PAVIMENTO/SOFFITTO *,AERMEC_FCZ_UF_PAVIMENTO_SOFFITTO,CONFLICTING_CONTEXTS,CORRECT,FCZ UF PAVIMENTO/SOFFITTO *,AERMEC_FCZ_UF_PAVIMENTO_SOFFITTO,keep_primary,[],0.99,"PT bbox=[99.36, 454.893, 133.867, 465.376] pagina=341; modello '100' bbox=[138.48, 456.035, 199.436, 464.389]; titolo 'FCZ UF pavimento/soffitto *' bbox=[96.6, 419.433, 179.212, 428.268]; gap verticale=31.9, orizzontale=21.3","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50132423,AERMEC,200,341,PDF_P0341_C8BF7A4773,FCZ UF PAVIMENTO/SOFFITTO *,AERMEC_FCZ_UF_PAVIMENTO_SOFFITTO,CONFLICTING_CONTEXTS,CORRECT,FCZ UF PAVIMENTO/SOFFITTO *,AERMEC_FCZ_UF_PAVIMENTO_SOFFITTO,keep_primary,[],0.99,"PT bbox=[99.36, 463.893, 133.867, 474.376] pagina=341; modello '200' bbox=[138.48, 465.035, 199.436, 473.389]; titolo 'FCZ UF pavimento/soffitto *' bbox=[96.6, 419.433, 179.212, 428.268]; gap verticale=40.9, orizzontale=21.3","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50132447,AERMEC,300,341,PDF_P0341_C8BF7A4773,FCZ UF PAVIMENTO/SOFFITTO *,AERMEC_FCZ_UF_PAVIMENTO_SOFFITTO,CONFLICTING_CONTEXTS,CORRECT,FCZ UF PAVIMENTO/SOFFITTO *,AERMEC_FCZ_UF_PAVIMENTO_SOFFITTO,keep_primary,[],0.99,"PT bbox=[99.358, 472.894, 133.865, 483.378] pagina=341; modello '300' bbox=[138.48, 474.035, 199.436, 482.389]; titolo 'FCZ UF pavimento/soffitto *' bbox=[96.6, 419.433, 179.212, 428.268]; gap verticale=49.9, orizzontale=21.3","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50132454,AERMEC,400,341,PDF_P0341_C8BF7A4773,FCZ UF PAVIMENTO/SOFFITTO *,AERMEC_FCZ_UF_PAVIMENTO_SOFFITTO,CONFLICTING_CONTEXTS,CORRECT,FCZ UF PAVIMENTO/SOFFITTO *,AERMEC_FCZ_UF_PAVIMENTO_SOFFITTO,keep_primary,[],0.99,"PT bbox=[99.36, 481.892, 133.867, 492.376] pagina=341; modello '400' bbox=[138.48, 483.035, 199.436, 491.389]; titolo 'FCZ UF pavimento/soffitto *' bbox=[96.6, 419.433, 179.212, 428.268]; gap verticale=58.9, orizzontale=21.3","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50132478,AERMEC,500,341,PDF_P0341_C8BF7A4773,FCZ UF PAVIMENTO/SOFFITTO *,AERMEC_FCZ_UF_PAVIMENTO_SOFFITTO,CONFLICTING_CONTEXTS,CORRECT,FCZ UF PAVIMENTO/SOFFITTO *,AERMEC_FCZ_UF_PAVIMENTO_SOFFITTO,keep_primary,[],0.99,"PT bbox=[99.36, 490.892, 133.867, 501.376] pagina=341; modello '500' bbox=[138.48, 492.035, 199.436, 500.389]; titolo 'FCZ UF pavimento/soffitto *' bbox=[96.6, 419.433, 179.212, 428.268]; gap verticale=67.9, orizzontale=21.3","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50132485,AERMEC,900,341,PDF_P0341_C8BF7A4773,FCZ UF PAVIMENTO/SOFFITTO *,AERMEC_FCZ_UF_PAVIMENTO_SOFFITTO,CONFLICTING_CONTEXTS,CORRECT,FCZ UF PAVIMENTO/SOFFITTO *,AERMEC_FCZ_UF_PAVIMENTO_SOFFITTO,keep_primary,[],0.99,"PT bbox=[99.36, 499.892, 133.867, 510.376] pagina=341; modello '900' bbox=[138.48, 501.035, 199.442, 509.389]; titolo 'FCZ UF pavimento/soffitto *' bbox=[96.6, 419.433, 179.212, 428.268]; gap verticale=76.9, orizzontale=21.3","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50132492,AERMEC,1000,341,PDF_P0341_C8BF7A4773,FCZ UF PAVIMENTO/SOFFITTO *,AERMEC_FCZ_UF_PAVIMENTO_SOFFITTO,CONFLICTING_CONTEXTS,CORRECT,FCZ UF PAVIMENTO/SOFFITTO *,AERMEC_FCZ_UF_PAVIMENTO_SOFFITTO,keep_primary,[],0.99,"PT bbox=[99.36, 508.892, 133.867, 519.376] pagina=341; modello '1000' bbox=[138.48, 510.035, 199.448, 518.389]; titolo 'FCZ UF pavimento/soffitto *' bbox=[96.6, 419.433, 179.212, 428.268]; gap verticale=85.9, orizzontale=21.3","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
